time[s],gyro_x[deg/s],gyro_y[deg/s],gyro_z[deg/s],height[m]
60.08,25.51455546,-39.83850034,-50.83321665,786.3608151
60.21,4.2803958,41.65695379,50.44154271,784.5237335
60.33,-42.803958,53.21122069,-33.54375682,782.6869668
60.45,49.99394808,22.54904051,32.14493766,780.5885767
60.57,37.8801306,3.189312271,-46.72069749,778.2280639
60.69,23.89188169,38.15990589,-55.02967414,775.8686302
60.81,6.406584882,-30.96991581,-18.43646404,773.7714806
60.93,32.76040892,52.95940574,21.59781597,771.9372072
61.05,37.8801306,30.10268689,-10.32332437,769.8408259
61.17,-19.94723916,-50.32964405,-40.53790992,767.4821174
61.34,-21.82161329,31.16575279,-49.54629615,764.6012907
61.46,8.029258654,6.686360173,-0.083938317,763.030087
61.58,8.029258654,-51.14095229,35.69796354,760.6728742
61.7,56.98804388,-21.29008034,55.16959043,757.9790844
61.82,52.12013716,50.52548102,1.986330084,755.6996926
61.94,-31.80924169,-21.54189529,12.92512572,753.5309903
62.06,-28.56395144,21.23410237,-34.71877867,751.4381985
62.18,34.13126774,-25.0389432,45.26590035,749.8683601
62.35,46.24508522,-15.91860101,57.23980154,747.7758159
62.47,-39.3069101,-34.21520606,31.78128135,745.9458829
62.59,-54.91777548,41.90871145,29.59911429,743.3319406
62.71,5.595276644,35.72592388,4.672069749,740.7174246
62.83,-43.11169363,54.83383716,-48.39929194,738.6265666
62.95,-4.895867064,15.0513148,24.14369664,736.1997954
63.07,-40.92952657,-10.23938605,-52.7915864,734.1099076
63.24,-21.82161329,-44.95816472,33.68367311,732.09632
63.36,2.098228742,9.372099838,-7.497668411,730.4545316
63.48,31.69734303,-23.16451177,-29.54313631,727.5818415
63.6,36.81700741,20.67460908,-38.80333749,724.9722607
63.72,-21.56985563,18.24062707,27.33300891,722.9599161
63.85,-1.958369744,-45.76947296,55.39338775,721.3188695
63.97,-39.86646068,13.42869832,51.70050287,719.2317732
64.09,-1.398819161,-29.34729934,-36.64913077,717.1451736
64.25,38.69143883,-44.95816472,-13.87635025,714.797988
64.37,-27.7526432,32.78842656,45.20997967,712.9725359
64.49,11.27449161,-16.17041596,-24.87106656,710.8882592
64.61,19.3317106,-30.71815816,18.01682976,708.7268002
64.73,-12.7013284,-25.59843648,49.04272354,706.7173913
64.86,-50.91715497,38.97121413,20.78650774,704.2978846
64.98,-18.63230102,50.02190842,-32.22887598,701.4321518
65.1,-42.803958,2.685739665,-26.52170067,699.6089584
65.27,-33.93543077,51.33678926,11.21857092,698.0472069
65.39,-29.37525968,2.378004033,-5.119664378,695.9646981
65.51,-5.707175302,-41.46111682,-5.231620332,693.1011746
65.63,6.406584882,-19.66746387,17.59719547,690.2396126
65.75,-15.38706807,24.98296522,-40.23011699,688.4177512
65.87,-33.68367311,-56.51243162,-41.71287447,686.8576158
66,-21.82161329,37.90809094,-36.06167715,684.7771686
66.17,42.99979498,-46.58078119,12.02987916,682.3608115
66.29,19.58352555,26.85739665,-3.245290247,680.6164574
66.41,36.00569917,50.27366607,32.90032522,677.9414828
66.53,43.81110321,51.33678926,22.46510219,675.8628415
66.65,40.56587026,5.875051935,0.615471264,674.1200885
66.77,-8.392914966,-40.64980858,-34.55090203,671.9654135
66.89,-13.7643943,47.58792641,-3.077413613,669.6280178
67.01,-33.93543077,-54.63800019,32.39675261,667.2905722
67.18,23.64012404,14.49182151,-41.68491413,664.6944017
67.3,37.8801306,-43.08373329,-20.6186311,662.8779416
67.42,-42.55220035,8.309033945,-6.182787567,660.2822741
67.54,-3.525008243,1.314880844,34.8866553,657.946843
67.66,37.8801306,36.53723212,-54.33026456,656.1320663
67.78,7.217950416,-21.29008034,-18.94003665,654.3160254
67.91,-17.26149949,31.97706103,-13.42869832,652.5007495
68.03,34.13126774,9.120342183,45.88137161,650.0909337
68.19,56.17673564,-46.58078119,39.50274707,647.3149979
68.31,9.092324547,10.18340808,52.17611513,645.1661954
68.43,56.4284933,19.61148589,-26.04608841,643.0932749
68.55,37.8801306,27.41694723,-36.48131144,641.279322
68.67,-13.20490101,50.27366607,-51.86832221,639.2076037
68.79,-17.26149949,35.72592388,36.9569237,637.3954965
68.91,-45.23794001,-30.96991581,28.14431715,634.8805786
69.08,11.77806421,-30.96991581,-10.68698068,631.5158042
69.2,-29.37525968,8.309033945,-15.33109009,629.7037826
69.32,3.972660168,30.10268689,52.56773179,628.0757056
69.44,9.092324547,-13.73643396,2.937554616,626.0054902
69.56,-18.32456539,-7.553646388,-41.40513884,623.6773253
69.69,0.783347898,33.85149245,-1.762532769,621.7914832
69.81,1.846471086,-30.71815816,-35.72592388,619.7229229
69.93,-13.7643943,40.03428002,-30.66218018,617.1380969
70.1,20.39483379,-7.301831437,23.94785967,614.035719
70.22,-6.518540835,-2.182167059,-0.727369921,611.9691829
70.34,1.286920504,-54.88981514,-4.895867064,610.1604128
70.46,-18.88411597,-38.21582657,-37.60035531,608.0936014
70.58,-24.50735295,-4.056598485,-42.18848674,606.2854746
70.71,-8.644729917,42.72001968,-12.81322706,604.7359034
70.83,-49.54629615,28.73182807,-18.15674605,602.4123727
70.95,39.50274707,-42.27242505,-43.27957027,599.5728682
71.11,42.99979498,40.03428002,-7.18993278,596.7336443
71.23,54.55406187,54.02252893,9.931650421,594.6698353
71.35,-44.42663177,-16.9817242,-41.79681279,592.7883648
71.47,-47.92367968,44.34269346,30.77407884,590.9827737
71.59,-53.04334405,-0.307735632,-55.14157279,588.6621705
71.72,-54.91777548,-13.4846763,21.29008034,586.5987874
71.84,-40.92952657,-48.45521262,51.84036187,584.5375352
72.01,-33.12412253,17.17756118,-43.78314287,581.9587457
72.13,6.966135465,36.53723212,-25.37463917,580.1554941
72.25,37.06882236,-7.050073782,-9.847712104,578.0943584
72.37,14.21204622,52.1480975,33.40389782,575.5188288
72.49,14.21204622,45.15400169,-49.65819481,573.4584758
72.61,52.67968774,-9.176262864,-44.48255245,571.5795571
72.73,-53.295159,13.68051327,32.8163869,569.2630712
72.85,26.82943631,-55.19755077,49.40643715,567.2044456
73.02,-31.2496911,32.53661161,-23.55618572,564.3724325
73.14,42.74803732,44.0908785,-32.22887598,562.0574722
73.26,-32.31281429,53.21122069,-27.36096925,560.2569508
73.38,-21.01030505,-11.61024487,-24.64726925,558.1994701
73.5,34.63484035,-49.82607144,1.202982187,555.8847181
73.62,47.81178102,45.96530993,31.55742674,552.7995998
73.74,28.20029513,-20.73052976,57.18388086,550.743611
73.86,-4.084558826,-53.01538371,1.734515133,549.4589395
73.99,-19.13587362,-24.22763496,-19.69542421,547.917496
74.11,9.651875129,38.97121413,-17.93289144,546.042408
74.23,-53.295159,-52.76356876,-1.81845345,543.7312272
74.35,28.20029513,16.36625294,-42.77599766,541.4189817
74.47,46.49684288,10.99477361,19.66746387,539.3655827
74.59,-35.8098622,-3.804783534,-50.35760439,537.5682386
74.72,23.08057345,54.02252893,49.82607144,535.0016753
74.88,-42.30038539,-9.176262864,42.10454842,531.6658852
75,38.69143883,-51.39276724,-21.56985563,529.8698017
75.12,30.63421984,33.5997348,41.88075111,528.0740121
75.24,-55.16959043,-27.47286791,17.03764488,526.5349325
75.36,13.96023127,-23.72406235,-45.04210304,524.227401
75.49,-7.581606728,34.91461564,-42.0206101,522.176122
75.61,-35.55804724,40.84564555,10.18340808,519.6120608
75.73,27.38892959,10.99477361,-30.04670892,517.0502371
75.9,-39.86646068,10.99477361,-19.35972824,514.1527485
76.02,-40.92952657,37.90809094,-15.75072438,512.6946402
76.14,44.62246875,-30.15860757,-29.57109665,510.8232825
76.26,-55.98089867,-41.46111682,33.93543077,509.0300565
76.38,22.01745026,30.35444455,30.32648421,506.469059
76.5,35.44614859,-10.79893664,-36.73306909,503.9091123
76.62,11.77806421,-8.364954626,5.763153278,501.6068698
76.79,4.532210751,42.21644708,-1.34289848,499.047599
76.91,-18.32456539,-9.176262864,-39.8104827,497.0004651
77.03,19.58352555,33.85149245,46.18910725,495.2111258
77.15,11.77806421,-20.47877211,34.15922808,493.1647048
77.27,25.76631312,25.79427346,19.75140218,490.0960585
77.39,42.99979498,53.77077127,28.89970471,488.051223
77.51,30.88603479,34.66280069,-17.31742017,487.0289022
77.63,-18.07280773,-39.83850034,-37.04080472,484.984
77.8,-50.60941934,-22.35320353,-47.28019078,482.0982961
77.92,17.45733647,44.34269346,-50.30168371,480.3097404
78.04,-38.24378691,50.52548102,18.15674605,478.7773253
78.16,-25.87821177,17.17756118,9.176262864,476.4786935
78.28,-28.56395144,1.314880844,55.56126438,473.6705095
78.4,-33.68367311,-7.301831437,-40.53790992,471.8838634
78.53,-2.769677982,-50.32964405,-43.08373329,469.586576
78.65,52.67968774,30.66218018,-33.18010051,467.5449036
78.82,47.30820841,-43.33554824,-0.755387557,465.249153
78.94,-46.55282085,-4.616091772,-46.24508522,463.2088259
79.06,-27.7526432,-12.98110369,-5.119664378,461.4238714
79.18,54.55406187,-17.54121749,-29.90684992,458.6184251
79.3,-11.89002016,54.02252893,-9.623914789,456.2487163
79.42,-27.50082825,45.15400169,49.07068389,454.2853045
79.55,-13.51263664,-47.64390438,-53.21122069,452.247
79.71,-47.67186472,-3.245290247,-15.16321346,449.6228399
79.84,-7.022113441,30.91399513,23.72406235,448.0942227
79.96,54.05048927,-32.59258958,5.483377987,446.8214715
80.08,-46.55282085,13.12096269,11.27449161,444.7839986
80.2,40.56587026,7.18993278,-37.65633328,442.237323
80.32,53.99456858,42.72001968,-33.65565548,439.1827907
80.44,-27.50082825,-41.71287447,2.154206718,436.8923765
80.56,9.092324547,-6.74233815,-32.50865127,434.8567297
80.72,51.05701397,32.53661161,44.00694019,432.8214568
80.84,20.39483379,-52.20407548,-26.10200909,431.2951571
80.96,-52.73560842,-35.5300869,48.62308926,429.183827
81.08,18.26864471,-45.5177153,-24.05975832,426.8960204
81.21,-30.99793345,-40.14623597,-49.0147632,424.099851
81.33,13.65249564,-55.44930843,20.67460908,421.8113773
81.45,7.469708071,-55.70112338,-18.49244202,419.2705163
81.57,-32.31281429,22.0454679,-37.01284438,417.2381019
81.74,-53.85465229,33.85149245,4.364334117,415.9678063
81.86,-19.13587362,9.931650421,38.13188825,413.8600229
81.98,51.61656455,-30.96991581,46.02128791,411.5747421
82.1,22.8288158,52.39991245,5.595276644,409.0356818
82.22,6.658399833,-33.40389782,44.06291816,407.2588923
82.34,-55.22551111,9.120342183,-48.5111906,404.720728
82.46,27.64074454,-53.26719866,38.60750052,401.929597
82.63,-43.86708119,-56.51243162,36.36941278,399.6463182
82.75,22.01745026,47.02843312,47.30820841,398.6321286
82.87,-55.72908372,-0.307735632,36.90094572,396.6029459
82.99,43.25160993,26.85739665,-42.32840303,393.8138519
83.11,-49.2945385,-13.4846763,-50.21774539,391.5321485
83.23,-31.2496911,-53.26719866,12.1977558,389.7581539
83.35,-19.94723916,-5.679214961,26.85739665,387.7311292
83.47,37.8801306,-36.08963749,24.36749396,385.6275226
83.64,-26.94133496,-23.97582001,29.01160336,384.1076935
83.76,-30.43838287,41.65695379,0.755387557,382.0811574
83.88,-5.147682015,30.35444455,-5.483377987,378.9663089
84,-40.11821834,-2.741717641,-7.385769754,376.6876462
84.12,38.13188825,30.35444455,11.10667227,375.1684968
84.24,-32.06099934,-13.73643396,8.113196971,373.3964775
84.37,6.154827227,44.0908785,4.30835614,370.8666527
84.48,-5.958990252,-18.60434068,41.06944287,368.841984
84.65,-53.04334405,2.378004033,4.476232774,366.5659288
84.77,14.46380388,20.67460908,44.67838943,363.783806
84.89,44.8742264,-4.867906723,-53.32311934,361.2550828
85.01,-10.51916134,25.79427346,40.11821834,359.9911606
85.13,40.31405531,-28.28417615,-43.92305917,358.4741939
85.25,-37.43247867,-52.76356876,39.83850034,355.8710944
85.37,34.38308269,17.17756118,-22.80079816,353.4201735
85.49,-39.86646068,38.15990589,51.86832221,351.3225807
85.66,31.69734303,35.22235127,34.77475664,348.5447919
85.78,2.657779324,23.10853379,51.14095229,346.5241676
85.9,20.14307613,16.36625294,44.7343674,344.7573177
86.02,19.3317106,-27.47286791,25.43061715,342.7373779
86.14,57.23980154,-29.90684992,26.6055817,340.212787
86.26,26.82943631,-1.930352108,-15.47100638,337.1855893
86.38,-42.30038539,23.91984203,6.658399833,334.9143623
86.55,-16.70194891,-33.90747043,-1.902391767,333.4014226
86.67,49.74213313,-5.427457306,-10.1274874,330.8794749
86.79,-10.26734639,43.78314287,12.64535043,329.114557
86.91,-1.958369744,-21.29008034,6.602421856,327.3493802
87.04,57.23980154,1.874431427,-42.35636337,324.3251224
87.16,47.55996607,-50.32964405,-19.69542421,321.5523281
87.28,24.95500488,-53.01538371,7.022113441,320.2923485
87.4,-7.581606728,39.53070741,-20.00315984,319.5371087
87.57,-4.336373777,42.46826203,-20.28293513,315.9341138
87.69,-12.95308606,-5.427457306,-11.05069429,313.9204408
87.81,35.19439093,-1.11904387,-44.17481682,312.4856198
87.93,-27.7526432,-33.65565548,-25.73835278,310.1430517
88.06,-1.650634112,21.48591732,46.4409222,307.3749246
88.18,-56.54039196,2.378004033,20.39483379,305.1102683
88.3,-52.23203582,-53.82669195,21.56985563,303.8521347
88.46,-17.26149949,1.314880844,22.24130487,300.8331358
88.58,8.840566892,10.18340808,54.13442758,298.0673038
88.7,-41.74089211,-54.38624253,29.40327731,297.0611312
88.83,31.94910068,17.17756118,-13.84833261,294.7986435
88.95,-47.92367968,12.61739009,8.197077992,292.2086051
89.07,-14.01620925,-54.63800019,20.73052976,290.4496725
89.19,-3.525008243,-36.90094572,9.959610761,288.690569
89.36,-30.99793345,49.71417278,-18.91207631,285.9265647
89.48,33.57177446,-12.67331077,36.84496775,283.4153555
89.6,-27.7526432,42.46826203,-47.83974136,281.3291281
89.72,-51.42072758,-26.66155967,-8.085179334,279.8233968
89.84,-32.31281429,-51.14095229,19.02397497,277.8912418
89.96,7.217950416,-12.42155311,6.574461516,275.8065731
90.08,22.8288158,54.83383716,19.9751995,273.0463562
90.2,4.532210751,-4.616091772,45.88137161,271.0387514
90.37,-22.38116387,-49.26652086,-18.91207631,268.0290839
90.49,56.17673564,7.497668411,-52.34393447,265.5201727
90.61,42.18848674,20.67460908,0.67144924,263.514443
90.73,-20.7585474,-23.97582001,-52.95940574,261.7590103
90.85,-54.10646724,42.46826203,-46.46888254,259.7544838
90.98,-16.45013396,30.35444455,9.539976472,258.0006153
91.1,-4.084558826,3.189312271,-11.19061058,255.4939353
91.22,-39.05515244,42.46826203,-19.24782958,252.9879013
91.39,51.86832221,8.309033945,11.27449161,250.407463
91.51,30.88603479,-9.176262864,-22.63297882,248.4043306
91.63,26.57762136,43.27957027,24.84310622,246.4011093
91.75,-21.56985563,-50.32964405,37.57239497,243.897627
91.87,15.8346627,19.61148589,21.37401866,241.8951163
91.99,-37.43247867,14.49182151,-8.141157311,240.1430441
92.11,42.18848674,32.78842656,21.09424337,238.1418208
92.27,-15.63882572,13.68051327,-3.16135193,235.3896517
92.4,-34.74673901,14.49182151,31.69734303,233.3892701
92.52,29.26336102,-51.95226052,-44.79028808,230.6383468
92.64,14.46380388,-50.32964405,-0.951224531,228.562392
92.76,23.08057345,13.42869832,56.9320659,227.0620022
92.88,-10.26734639,-56.51243162,-48.14747699,225.3122278
93,-7.833421679,50.27366607,-40.64980858,223.1403819
93.12,2.657779324,-50.0778291,51.14095229,221.5643446
93.31,1.035105553,-29.90684992,23.91984203,218.567304
93.43,8.029258654,-18.60434068,13.98824891,216.3188252
93.55,-10.26734639,-15.10729278,-2.154206718,214.0713247
93.67,-30.99793345,-3.804783534,37.82415262,211.8248018
93.79,-32.62054992,54.58207951,-49.51833581,209.5781929
93.91,-46.04924825,25.5425158,44.00694019,207.5813055
94.04,1.035105553,54.58207951,-41.04148253,206.0080521
94.16,-42.803958,47.58792641,55.89696035,204.3382207
94.33,-8.896487572,-30.96991581,-14.60372017,201.2689729
94.46,-1.091083529,-13.23286135,-53.96660824,199.7721947
94.58,37.62831565,16.61801059,-47.95164002,198.026631
94.7,4.2803958,13.93227093,-48.76294825,195.0346585
94.82,32.50865127,56.96008354,22.29722556,192.5413609
94.94,4.783968406,-37.71225396,32.25683632,190.2991881
95.06,-57.09994254,1.314880844,1.986330084,188.056839
95.18,13.65249564,1.063123189,13.12096269,186.3135183
95.35,-12.95308606,-41.71287447,-41.29324018,184.2440758
95.47,15.58290504,9.120342183,5.39943967,182.8261768
95.59,-5.39943967,2.629761688,-10.18340808,180.8339919
95.71,52.67968774,-25.34667883,20.70256942,177.5974802
95.83,22.8288158,39.22297178,-49.96593044,175.0324835
95.95,2.909536979,15.55488741,-43.11169363,173.5397778
96.08,-18.88411597,16.11443799,47.50404539,171.5486015
96.25,-29.37525968,-32.84434724,-51.08503161,167.8168466
96.37,24.70318993,-46.02128791,56.23265632,165.8283487
96.49,-0.839268578,-14.54774219,-35.55804724,164.3363207
96.62,40.31405531,-57.0719822,29.79495126,162.0984691
96.74,-15.63882572,-43.89504153,-47.53200573,159.8611454
96.86,-23.44428706,22.54904051,6.09884925,157.7965105
96.98,36.25751412,10.18340808,54.58207951,155.8092328
97.1,49.99394808,46.77661817,-28.11635681,153.5736732
97.27,-1.398819161,12.86914774,15.97457899,150.84088
97.39,-4.084558826,-2.182167059,19.63944623,149.102283
97.51,57.23980154,-43.33554824,-50.46950305,146.619033
97.63,-18.88411597,12.61739009,-18.43646404,144.1368523
97.76,17.70909412,47.58792641,8.336994285,142.6475741
97.88,46.49684288,-11.05069429,37.57239497,140.6618787
98,55.92492069,-40.64980858,45.99327027,138.9253612
98.12,-47.92367968,-29.90684992,55.56126438,136.4443255
98.29,5.595276644,-20.47877211,20.53469279,133.2197853
98.41,-8.392914966,35.47416622,0.923206895,131.4849274
98.53,-5.707175302,-30.15860757,-4.895867064,129.252546
98.65,49.43439749,16.92574623,12.72928874,127.5171471
98.77,-30.18656792,51.89633984,11.44236824,125.7831552
98.89,-56.79220691,1.063123189,24.78712825,124.2957416
99.01,20.70256942,-23.97582001,-46.60879883,123.5523273
99.18,52.42787279,51.58860421,-29.65503497,120.7500529
99.3,-38.49560186,-0.867286214,23.41626942,118.2729614
99.42,34.38308269,9.623914789,11.21857092,115.5486046
99.55,-18.63230102,-38.77537715,-16.81384757,113.0726394
99.67,46.18910725,-6.74233815,-50.13380707,110.7682239
99.79,-36.36941278,55.95293833,24.08771867,109.1118579
99.91,-57.04396456,-33.09616219,31.55742674,108.1229304
100.03,-8.896487572,27.66870488,31.89318,106.6372848
100.21,29.8229116,-35.83782254,-40.14623597,102.3555524
100.33,51.05701397,39.22297178,-2.433924714,99.95851994
100.45,14.21204622,52.95940574,-2.405964373,98.22712012
100.57,52.12013716,-9.987571102,0.307735632,95.92568999
100.69,10.15544774,-11.05069429,-51.70050287,93.77724006
100.81,43.25160993,24.73120756,3.189312271,92.21856337
100.93,-47.92367968,49.21060018,32.48069093,91.22942706
101.05,-45.74151262,37.90809094,32.34077463,89.91781309
101.21,-5.39943967,-35.83782254,-21.09424337,87.44632951
101.34,-0.839268578,28.98358573,-31.41756774,84.80527459
101.46,-36.36941278,38.41166354,17.03764488,81.76582954
101.58,43.50336758,-16.9817242,2.685739665,79.29662662
101.7,57.23980154,53.51895632,31.69734303,77.07492058
101.82,-14.57575983,-54.88981514,-53.35107969,76.08770175
101.94,16.89778589,1.063123189,2.741717641,75.10056777
102.12,11.83404219,36.28547446,-39.1670511,71.89167694
102.24,21.76569261,56.96008354,-29.90684992,69.99514766
102.36,-33.12412253,-14.85547782,-30.99793345,67.45208219
102.48,-14.32394488,-36.90094572,-54.2183659,65.23266526
102.6,22.52102287,-11.05069429,56.82016725,62.52035416
102.72,24.95500488,33.34791985,39.55872505,60.05467095
102.84,35.19439093,27.16513228,49.35045918,58.57602181
102.96,6.71437781,-51.39276724,47.78376338,58.08288955
103.13,10.71499832,55.33740977,40.090258,55.12628793
103.25,-36.92890607,8.001241017,20.42279413,52.33910578
103.38,1.538678159,-53.82669195,-28.36811447,49.95275134
103.5,-44.98612506,-40.090258,39.64266337,47.98269955
103.62,26.57762136,45.71355228,8.896487572,46.1833015
103.74,-56.54039196,20.42279413,-6.71437781,45.44528018
103.86,-12.7013284,-43.33554824,16.31027496,43.96763286
103.99,25.51455546,-55.70112338,24.81508859,41.25997788
104.12,18.82813799,14.49182151,9.735813446,38.79910457
104.25,48.67900994,18.49244202,21.90555161,37.32318181
104.37,43.81110321,-52.25999616,-56.34455498,35.60136523
104.49,-21.31804068,30.6062595,44.0908785,33.14082677
104.61,-50.10584673,38.97121413,-55.08565211,30.11386299
104.74,-25.62645412,52.70764808,21.34605832,28.14719832
104.86,-10.26734639,15.86262304,-12.33761479,26.74849755
105.03,-49.2945385,46.21712488,37.15276068,25.1973936
105.15,29.45919799,10.43522303,-12.28163682,22.32504481
105.27,-33.73959379,10.79893664,32.70448824,18.39383111
105.39,37.46049631,34.41104303,-10.43522303,15.12421294
105.52,34.80271698,-29.54313631,38.83129783,10.21411838
105.64,-21.37401866,49.46235783,28.14431715,7.023413624
105.76,-29.43123765,53.65881532,14.71561883,8.249967852
105.88,53.79873161,26.91337462,-3.497047903,3.588187174
106.05,3.049453273,-52.48385077,30.57824186,3.74047482
106.17,6.910157488,-43.13971127,-49.0147632,0.137451276
106.3,-35.30628959,56.20469598,50.27366607,0.781232142
106.42,-50.721318,-47.69988236,-15.27516941,-0.368848521
106.54,35.5300869,52.90348506,-25.71033514,-0.5367403
106.66,48.76294825,-11.69418319,-49.21060018,-3.64882158
106.78,49.43439749,52.48385077,-35.89380051,-3.985377227
106.96,36.59321009,19.10791328,17.17756118,-39.23911501
107.08,-17.98886941,-47.33616875,50.69335766,-146.4963203
107.2,17.79303244,0,27.8925022,-237.0437011
107.32,2.993475296,-1.622616476,52.06415918,-266.3657083
107.44,28.5359911,-12.42155311,40.95754421,-246.7593025
107.56,46.02128791,40.28609497,30.6062595,-201.6539731
107.68,-14.79955714,40.53790992,19.1918516,-147.9858726
107.81,6.686360173,-56.31659464,-43.39146892,-96.59198253
107.98,-2.993475296,16.61801059,-2.685739665,-47.42419427
108.1,-32.28485395,41.20930187,-18.10076807,-33.00370203
108.22,-10.23938605,-11.49834622,30.24254589,-21.16628877
108.35,45.71355228,4.867906723,55.53324674,-13.33023877
108.47,55.95293833,-42.52424001,-22.71685984,-9.731403657
108.59,-50.02190842,-8.113196971,41.34921816,-8.58312181
108.71,-8.057218994,-3.804783534,-3.245290247,-8.90301797
108.84,11.30250924,22.0454679,26.66155967,-16.25384979
109.01,-35.78190186,-12.36557513,-33.29199916,-19.0238666
109.13,55.14157279,-51.64452489,52.76356876,-12.57945116
109.25,55.14157279,-27.97644052,-27.16513228,-9.471507284
109.37,-40.090258,0.811308238,-5.679214961,-8.077181045
109.5,3.748862854,7.805404043,30.35444455,-7.832026542
109.62,56.20469598,-37.65633328,50.27366607,-7.663371141
109.74,49.21060018,34.15922808,37.0967827,-7.663371141
109.91,-47.0843538,45.71355228,10.49114371,-7.663371141
110.03,47.33616875,-3.245290247,15.10729278,-7.739874926
110.15,41.15338118,29.03956371,-53.71479329,-7.739874926
110.27,6.994095805,-49.77009347,0.363713608,-7.739874926
110.39,-37.65633328,16.67398857,36.9569237,-7.571218183
110.52,-13.17688337,-4.30835614,47.44806741,-7.571218183
110.64,-9.67983547,23.66808438,21.59781597,-7.326052972
110.76,-6.182787567,-55.14157279,28.28417615,-7.326052972
110.93,17.48529681,35.78190186,-52.45583313,-7.571218183
111.06,-18.29660505,11.30250924,-48.70702757,-7.571218183
111.18,1.874431427,-55.14157279,-54.63800019,-7.646853212
111.3,-8.616769577,27.97644052,2.126189082,-7.402558985
111.43,-28.78774875,37.65633328,3.748862854,-7.402558985
111.55,23.66808438,36.84496775,-16.42217362,-7.157390204
111.67,-11.30250924,8.868527232,-5.931029912,-7.157390204
111.8,2.685739665,-53.26719866,-54.0785069,-7.233897331
111.96,0,-38.46764152,19.35972824,-7.233897331
112.08,34.97059362,48.95878523,-7.805404043,-7.233897331
112.21,34.97059362,-23.66808438,-10.49114371,-7.233897331
112.33,10.49114371,17.48529681,-47.0843538,-7.233897331
112.45,-48.95878523,27.97644052,-4.867906723,-7.555569495
112.58,-34.97059362,10.49114371,-30.15860757,-7.555569495
112.7,34.97059362,6.182787567,37.90809094,-7.800729849
112.87,-20.17103647,36.03365951,-50.83321665,-7.800729849
112.99,7.805404043,-40.90156623,-30.91399513,-7.724226466
113.12,14.79955714,3.748862854,-34.41104303,-7.800729849
113.24,11.30250924,-17.23348186,-17.73705446,-7.800729849
113.36,-43.83912085,-24.22763496,17.23348186,-7.800729849
113.49,-26.35382404,0.251814951,24.22763496,-7.555569495
113.61,-19.35972824,-2.433924714,23.41626942,-7.800729849
113.73,1.622616476,-14.79955714,-26.35382404,-7.876363379
113.91,26.91337462,33.09616219,-40.5938306,-7.876363379
114.03,-44.90218674,37.40451833,-20.67460908,-7.632073992
114.15,-0.251814951,-4.560171091,-25.5425158,-7.632073992
114.28,-5.371479329,-5.371479329,32.78842656,-7.632073992
114.4,41.96468942,32.28485395,5.063743698,-7.632073992
114.52,-27.97644052,-23.66808438,6.686360173,-7.46341568
114.64,27.97644052,55.14157279,-9.428077815,-7.46341568
114.77,-40.34207295,33.34791985,27.97644052,-7.46341568
114.9,-11.5542669,40.34207295,-16.67398857,-7.46341568
115.03,-4.560171091,-35.78190186,-24.47939261,-7.46341568
115.15,29.59911429,-21.79365295,-2.433924714,-7.46341568
115.28,35.78190186,20.17103647,-53.01538371,-7.46341568
115.4,4.30835614,27.16513228,28.22825547,-7.46341568
115.52,-20.17103647,-39.27894976,-27.97644052,-7.46341568
115.65,0.811308238,-12.11381748,50.581459,-7.46341568
115.82,-29.85087194,-51.39276724,-55.39338775,-7.784212116
115.94,-19.35972824,3.748862854,-43.27957027,-7.539920786
116.06,-19.35972824,-54.0785069,4.867906723,-7.539920786
116.19,-8.057218994,20.98234471,40.90156623,-7.539920786
116.31,-52.70764808,-41.15338118,-4.30835614,-7.539920786
116.43,-43.02781261,30.66218018,21.48591732,-7.539920786
116.56,53.26719866,-53.26719866,8.5607916,-7.539920786
116.68,11.30250924,-46.27304556,-25.0389432,-7.616425386
116.85,19.10791328,23.66808438,-9.120342183,-7.692929481
116.97,-15.0513148,-21.79365295,-19.0519926,-7.692929481
117.1,36.59321009,-5.119664378,-54.02252893,-7.616425386
117.22,19.10791328,-47.0843538,-50.27366607,-7.447766846
117.34,-26.35382404,22.85677614,55.14157279,-7.447766846
117.47,25.29070085,55.14157279,43.27957027,-7.447766846
117.59,28.78774875,45.46173733,-35.27832925,-7.447766846
117.76,19.10791328,-47.33616875,42.21644708,-7.523402681
117.88,19.10791328,-26.35382404,-1.063123189,-7.523402681
118,-6.182787567,-27.16513228,33.90747043,-7.523402681
118.13,-17.48529681,34.15922808,-4.560171091,-7.523402681
118.25,-48.14747699,-35.78190186,52.20407548,-7.523402681
118.38,-22.85677614,12.36557513,-51.08503161,-7.523402681
118.5,22.60496119,43.02781261,21.54189529,-7.523402681
118.62,-33.34791985,24.73120756,2.433924714,-7.600776759
118.79,-13.17688337,-5.931029912,-7.805404043,-7.600776759
118.91,52.45583313,-41.96468942,8.057218994,-7.600776759
119.03,55.95293833,35.78190186,57.01600422,-7.600776759
119.16,46.27304556,28.78774875,-47.89571933,-7.600776759
119.28,8.616769577,-30.66218018,15.30312975,-7.677280958
119.4,43.5873059,-55.14157279,26.6055817,-7.677280958
119.52,26.91337462,-13.17688337,31.47348842,-7.677280958
119.65,-56.20469598,46.27304556,-38.71939918,-7.677280958
119.82,-53.51895632,-2.685739665,28.78774875,-7.677280958
119.94,11.30250924,-41.96468942,-48.95878523,-7.677280958
120.06,-31.47348842,46.52486051,9.67983547,-7.753784651
