time[s],gyro_x[deg/s],gyro_y[deg/s],gyro_z[deg/s],height[m]
31.16,36.25751412,35.97773883,8.924505209,1291.38919
31.32,-5.707175302,0.503572606,37.20868136,1290.290038
31.44,24.95500488,56.20469598,48.6510496,1287.816667
31.56,22.01745026,-54.0785069,55.36542741,1284.245486
31.68,-12.14177782,2.937554616,-46.32902354,1282.597999
31.8,-21.82161329,52.70764808,-37.57239497,1281.4993
31.93,-12.39359277,39.78252236,15.77874202,1279.577544
32.05,55.11361245,-51.70050287,-10.01558874,1277.106756
32.21,6.658399833,20.67460908,-2.573841007,1274.087233
32.33,-55.72908372,15.0513148,2.042308061,1271.617766
32.45,10.71499832,15.30312975,-38.04800723,1269.148209
32.58,36.81700741,13.17688337,-4.25243546,1266.954979
32.7,15.33109009,-37.40451833,-15.24715177,1265.309094
32.82,-25.31871849,-4.364334117,-35.75388422,1263.589016
32.94,-29.37525968,3.441127222,46.74865783,1261.745152
33.06,41.62899345,-9.176262864,13.59657496,1259.278554
33.23,-24.50735295,29.03956371,13.42869832,1255.717289
33.35,7.217950416,-18.0447901,-31.97706103,1254.34733
33.47,-6.462562859,13.17688337,-8.952465549,1252.702878
33.59,-31.75326371,-33.15208287,12.75724908,1250.513156
33.71,-53.04334405,35.16643059,-10.21142571,1248.04935
33.84,35.44614859,40.03428002,23.38830908,1245.783755
33.95,-15.94656135,45.15400169,-28.48001312,1243.04725
34.08,17.96090907,6.434602518,-13.45665866,1240.584549
34.24,9.651875129,2.685739665,41.46111682,1238.122535
34.36,42.49622237,-13.4846763,-0.867286214,1237.303424
34.48,3.972660168,50.21774539,-53.07136169,1235.661694
34.6,51.30882892,14.74357917,-54.38624253,1233.47433
34.72,38.69143883,37.0967827,-22.99663514,1230.939698
34.84,56.98804388,-3.804783534,-56.90410556,1228.752752
34.96,12.58942975,-29.90684992,1.091083529,1227.112386
35.13,37.8801306,-8.616769577,-9.092324547,1225.200187
35.25,19.07995294,-15.35905043,-45.93734959,1222.81786
35.37,15.8346627,-20.22695715,15.19123109,1220.633805
35.49,0.223797315,7.497668411,44.48255245,1218.920596
35.61,-4.336373777,-35.5300869,11.38639026,1216.190051
35.73,-46.3010059,22.54904051,-41.01346489,1213.461397
35.86,8.281016309,-16.9817242,49.91000976,1211.899392
35.98,42.74803732,29.85087194,55.14157279,1209.717163
36.14,-17.26149949,-34.77475664,-21.98948992,1206.444587
36.27,48.87484691,33.29199916,-9.539976472,1204.807766
36.39,-28.56395144,13.42869832,28.03241849,1203.171786
36.51,17.70909412,-18.60434068,-51.44868792,1200.644009
36.63,-24.00378035,39.78252236,23.89188169,1197.645667
36.75,-16.19837631,6.434602518,52.23203582,1196.011502
36.87,25.20676253,-42.52424001,16.67398857,1194.10506
36.99,-38.24378691,-43.02781261,-21.82161329,1193.014505
37.15,25.01092556,-16.9817242,53.93859061,1190.836749
37.27,13.70847361,-50.63737968,-17.62515581,1188.658384
37.4,-13.7643943,29.23540068,-5.679214961,1186.480963
37.52,29.26336102,-14.04416959,-55.89696035,1183.955424
37.64,-5.707175302,27.66870488,-42.30038539,1180.96318
37.76,-32.62054992,-47.64390438,9.539976472,1178.242653
37.88,55.86900001,55.39338775,47.44806741,1176.066842
38.05,33.31995951,45.46173733,29.01160336,1174.164074
38.17,-53.54691666,-46.83259615,31.27765144,1172.804905
38.29,-2.713700005,37.60035531,-12.14177782,1170.630819
38.41,-12.7013284,-40.14623597,-19.49958723,1168.184174
38.53,-36.92890607,-4.616091772,-16.78588723,1165.195906
38.65,17.14954354,20.42279413,36.08963749,1162.207823
38.77,-38.24378691,48.39929194,8.336994285,1160.3076
38.89,22.26926521,-43.33554824,40.4539716,1159.4928
39.06,49.74213313,-23.41626942,12.02987916,1157.321506
39.18,35.50212656,54.83383716,19.77936252,1154.878099
39.3,16.64597093,56.14871801,22.40912421,1152.979219
39.42,-23.19247211,-48.20345497,-9.512016132,1150.808709
39.54,-43.36350858,32.78842656,-13.82037227,1147.749308
39.66,4.783968406,57.26781917,-4.756008066,1144.571131
39.78,-28.56395144,-11.05069429,35.30628959,1142.13063
39.91,-24.2555953,-14.54774219,-52.28801379,1141.046791
40.03,-55.98089867,-22.35320353,-32.033039,1139.690799
40.15,26.07404875,-57.0719822,-49.77009347,1137.448259
40.27,-53.54691666,6.126866886,-25.87821177,1135.356367
40.39,16.89778589,32.48069093,-42.41228405,1132.918706
40.51,1.286920504,-57.0719822,-35.97773883,1130.134845
40.64,47.55996607,-51.14095229,37.12474304,1127.698313
40.76,45.93734959,43.27957027,-47.8677017,1125.879123
40.92,37.06882236,22.0454679,49.63023447,1123.714271
41.04,24.45143227,23.91984203,23.27641043,1121.474021
41.16,35.75388422,-1.930352108,-1.958369744,1119.655919
41.28,-2.46194235,32.22887598,4.476232774,1117.417121
41.4,23.89188169,-1.11904387,-28.42409244,1114.71263
41.52,-10.01558874,-14.29598454,27.47286791,1112.279132
41.65,-36.36941278,23.91984203,50.91715497,1109.846876
41.77,-5.958990252,-27.72468286,25.01092556,1108.225238
41.93,15.8346627,38.15990589,56.9320659,1105.869087
42.05,-51.42072758,43.53138522,50.49752068,1103.633254
42.17,16.08647765,3.189312271,23.97582001,1101.277564
42.29,-48.73498791,24.98296522,3.105373954,1098.307233
42.41,-32.06099934,52.1480975,-17.82099278,1096.072445
42.54,18.21266673,-52.76356876,38.60750052,1094.183028
42.66,19.83528321,8.057218994,32.36873497,1092.294626
42.82,-37.93605128,8.057218994,-55.58922472,1089.865783
42.94,-28.50803076,-0.055977977,-30.69019782,1088.517599
43.06,10.46318337,54.52610153,21.34605832,1086.554627
43.18,13.40073798,-5.175642355,19.9751995,1083.857561
43.3,-19.69542421,-53.5749343,-4.895867064,1080.89334
43.43,-2.769677982,31.97706103,7.161972439,1077.928234
43.55,-55.22551111,53.51895632,11.16259295,1075.233397
43.67,23.3323884,-34.15922808,56.70826859,1072.88469
43.79,33.06814455,-16.67398857,25.15084185,1072.271625
43.91,-3.217272611,19.86330084,-2.965514956,1071.193883
44.03,-4.588131432,43.22364959,-6.630439493,1068.771097
44.15,5.595276644,15.24715177,-50.38562202,1066.078622
44.27,47.00047278,23.6121064,19.30375026,1062.580169
44.39,35.69796354,29.29132136,1.482757478,1059.620257
44.51,-32.62054992,-36.59321009,-23.69604472,1057.737522
44.64,-18.88411597,34.97059362,51.92430018,1056.123965
44.8,7.525686047,-54.88981514,26.94133496,1054.510656
44.92,-33.62769514,16.61801059,-38.29976489,1052.897022
45.05,38.43962388,6.378624542,-25.93418975,1050.209206
45.17,-49.2945385,28.17227749,35.83782254,1047.253463
45.29,-56.84818488,6.686360173,30.10268689,1044.297885
45.41,-40.42595397,-29.59911429,-27.55680623,1041.612181
45.53,-43.36350858,-55.95293833,-2.965514956,1039.656279
45.65,-27.19309262,53.51895632,-46.69267985,1038.657621
45.84,-48.17543733,-45.5177153,1.370858821,1036.778654
45.97,35.75388422,16.61801059,0.867286214,1033.826031
46.08,-47.92367968,1.007145212,52.81954674,1030.799619
46.21,-24.81508859,-42.0206101,-20.05913782,1028.116895
46.33,6.910157488,31.97706103,20.78650774,1025.702343
46.45,36.50927178,22.85677614,-15.55488741,1023.557592
46.57,-14.82751748,-27.16513228,-25.57047614,1021.680757
46.75,47.05639346,51.33678926,-2.266105376,1020.87672
46.87,-19.63944623,34.91461564,35.50212656,1018.732955
46.99,-5.958990252,-11.9179805,-32.28485395,1015.517509
47.11,3.972660168,19.30375026,-51.02905363,1012.570865
47.23,-33.43185816,41.65695379,-33.99140875,1010.159984
47.35,3.16135193,12.36557513,-9.959610761,1008.210416
47.47,51.61656455,36.84496775,18.688279,1006.335657
47.59,-4.336373777,-41.46111682,1.035105553,1005.073867
47.77,-53.295159,-26.40980202,13.79241193,1001.862028
47.89,-22.63297882,32.22887598,1.930352108,998.9192133
48.01,26.57762136,24.42347193,-21.48591732,996.2440532
48.13,-2.769677982,-12.42155311,9.008443526,994.1047389
48.25,-1.147061506,-52.20407548,42.52424001,991.9658598
48.37,17.70909412,29.03956371,-2.517863031,990.0946616
48.49,25.51455546,43.27957027,0.615471264,988.68256
48.61,26.3258637,55.6451454,19.77936252,987.0790201
48.79,-47.92367968,-29.09554168,36.34139514,984.4074405
48.91,29.01160336,-30.96991581,46.83259615,981.468364
49.03,5.343518989,16.36625294,-13.82037227,978.9902555
49.15,-55.72908372,-45.76947296,7.721523022,977.1961732
49.27,-25.06690354,-41.46111682,-36.11759783,975.5949524
49.4,26.57762136,53.77077127,-23.6121064,972.85027
49.52,-47.11237144,-30.15860757,-34.29914438,970.4483807
49.7,-6.77029849,-38.77537715,-11.69418319,967.7804467
49.82,28.20029513,31.97706103,25.71033514,965.4556737
49.94,-54.10646724,35.47416622,53.99456858,963.5138021
50.06,-44.42663177,6.686360173,54.8618548,960.8469581
50.18,33.57177446,17.17756118,-56.34455498,958.7148223
50.3,0.475612266,38.97121413,-15.72276404,956.3162459
50.42,23.89188169,27.41694723,24.17165698,954.4512742
50.54,-17.7650721,37.0967827,5.455417646,952.8523661
50.71,-30.43838287,-16.4781516,-32.59258958,950.1900169
50.84,-37.99202925,-51.70050287,13.82037227,947.9830596
50.96,25.51455546,-50.32964405,-5.763153278,945.3213694
51.08,49.99394808,-47.64390438,50.0778291,943.1912304
51.2,1.035105553,-34.46702101,15.0513148,941.3280072
51.32,29.8229116,6.686360173,21.45795698,939.4657756
51.44,-4.336373777,-28.28417615,5.903012276,937.3368169
51.56,-31.2496911,26.04608841,56.96008354,934.6777126
51.73,-33.12412253,40.84564555,41.26527984,931.2960688
51.85,36.81700741,-14.29598454,18.01682976,929.6261871
51.97,49.18258254,3.189312271,-22.43714185,927.7647857
52.09,44.8742264,-45.76947296,-18.18470639,925.1070466
52.21,-36.36941278,0.503572606,51.50466589,922.1855718
52.34,-48.73498791,-39.83850034,-39.05515244,920.3254788
52.5,-45.23794001,-11.86200253,-16.86982555,917.6696073
52.62,-43.61526624,-44.14685648,-31.10983211,916.0768199
52.75,-47.11237144,33.85149245,2.098228742,913.9525627
52.87,-38.24378691,-7.301831437,0.923206895,911.8298652
52.99,20.39483379,-45.76947296,11.75010387,909.6308979
53.11,22.01745026,-9.987571102,34.8866553,906.9777066
53.23,30.88603479,-27.47286791,-12.39359277,905.6509823
53.35,-21.56985563,8.309033945,33.65565548,903.529947
53.47,-4.336373777,-5.679214961,21.401979,900.8782822
53.61,21.20614203,-57.0719822,-45.04210304,899.0219264
53.73,-43.36350858,-3.804783534,7.245910756,897.0910836
53.85,23.08057345,46.77661817,-2.545880667,894.4410281
53.97,55.11361245,-4.867906723,49.12666186,891.8675404
54.1,35.19439093,56.70826859,53.12728237,890.0133262
54.22,47.55996607,17.98886941,13.03702437,888.1589645
54.33,-26.13002673,-32.84434724,7.973280677,886.0401983
54.5,-50.60941934,-7.301831437,21.96152958,883.0524952
54.62,38.69143883,-46.58078119,8.085179334,881.1998197
54.74,-27.50082825,45.96530993,-32.73244858,878.8939887
54.86,-20.50673245,12.61739009,5.371479329,876.2472469
54.98,-42.55220035,48.39929194,-51.98027816,874.0556406
55.1,-16.45013396,16.11443799,30.43838287,872.9979867
55.23,45.68553464,11.80608185,-16.56208991,871.2229159
55.35,-14.01620925,-30.96991581,-4.392294457,868.502908
55.52,45.68553464,12.0578395,50.74927834,865.3311656
55.64,-39.86646068,5.875051935,-50.97307565,862.9529792
55.76,-10.01558874,49.46235783,13.84833261,860.8393253
55.88,-24.2555953,0.251814951,-44.81830572,858.4627065
56,44.8742264,30.10268689,-6.210747908,856.3493801
56.12,24.70318993,-15.35905043,-18.07280773,855.0295276
56.25,-21.56985563,-34.46702101,35.0265143,853.444981
56.37,-52.23203582,-37.15276068,-36.03365951,850.8046564
56.54,10.71499832,-42.27242505,-41.46111682,847.5630608
56.66,-12.14177782,48.6510496,-16.31027496,845.5275657
56.78,-24.2555953,50.52548102,-0.699409581,843.8693363
56.91,-41.74089211,-40.64980858,-10.43522303,841.7589028
57.03,12.33761479,-26.66155967,15.02335446,839.64945
57.15,-5.958990252,44.34269346,18.26864471,837.8037514
57.27,23.3323884,-25.59843648,28.28417615,835.6956435
57.39,-4.895867064,-2.433924714,36.3134348,833.0601802
57.56,56.17673564,35.47416622,23.58414606,829.8222868
57.68,-40.67776892,4.000620509,-39.67062371,828.5807955
57.8,-46.04924825,-39.02713481,52.0082385,826.7370105
57.92,-14.01620925,-13.73643396,-53.01538371,824.103852
58.05,32.00507866,26.04608841,-10.51916134,821.3951875
58.17,-51.42072758,31.66932539,-35.11045262,819.5527365
58.29,33.82353211,0.755387557,-26.10200909,817.4470123
58.46,14.46380388,44.90218674,-45.90938925,813.7636954
58.58,27.38892959,-27.72468286,-18.26864471,811.6592052
58.7,35.19439093,12.61739009,50.30168371,810.6081915
58.82,33.57177446,-54.63800019,4.867906723,809.5562519
58.94,-18.32456539,6.434602518,-15.55488741,807.1892517
59.06,13.96023127,-17.79303244,-42.77599766,804.5609049
59.18,-19.13587362,-2.741717641,-44.0908785,801.8532606
59.3,48.3712743,49.71417278,21.29008034,799.8303855
59.48,-32.87230758,-37.15276068,2.266105376,796.5997391
59.6,34.94257598,-4.056598485,-56.90410556,794.7614613
59.72,7.777443703,33.04018421,51.05701397,792.9223781
59.84,-10.26734639,55.89696035,-55.14157279,791.0848249
59.96,11.77806421,-1.11904387,-19.27578992,788.7231199
